minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
24,Harvey Barnes,Leicester City,0.05,0.04,Saved,12,Left Foot,,Jamie Vardy,Pass (Live),Youri Tielemans,Pass (Live)
36,Harvey Barnes,Leicester City,0.02,,Off Target,19,Right Foot,,James Justin,Pass (Live),James Maddison,Pass (Live)
53,Youri Tielemans,Leicester City,0.02,0.07,Saved,26,Right Foot,Volley,James Maddison,Pass (Dead),,
53,Daniel Amartey,Leicester City,0.00,0.07,Saved,14,Head,,Youri Tielemans,Shot,,
75,Patson Daka,Leicester City,0.05,,Blocked,14,Left Foot,,Harvey Barnes,Fouled,,
77,Kelechi Iheanacho,Leicester City,0.18,,Off Target,18,Left Foot,,James Maddison,Pass (Live),Youri Tielemans,Pass (Live)
81,James Justin,Leicester City,0.05,,Off Target,22,Right Foot,,James Maddison,Pass (Live),Kelechi Iheanacho,Pass (Live)
83,Timothy Castagne,Leicester City,0.19,,Off Target,7,Other,,James Maddison,Pass (Dead),Youri Tielemans,Fouled
86,Patson Daka,Leicester City,0.10,0.06,Saved,15,Head,,Kelechi Iheanacho,Pass (Live),Youri Tielemans,Pass (Live)
88,Kelechi Iheanacho,Leicester City,0.05,0.16,Saved,16,Left Foot,,James Maddison,Tackle,,
