minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
16,Josh Doig,Hellas Verona,0.02,,Blocked,13,Left Foot,,Federico Ceccherini,Pass (Live),Isak Hien,Pass (Live)
36,Ivan Ilić,Hellas Verona,0.03,,Blocked,31,Left Foot,,Milan Đurić,Pass (Live),Paweł Dawidowicz,Pass (Live)
37,Josh Doig,Hellas Verona,0.01,,Off Target,11,Head,,Yayah Kallon,Pass (Live),Paweł Dawidowicz,Pass (Live)
65,Ibrahim Sulemana,Hellas Verona,0.04,,Off Target,26,Right Foot,,Josh Doig,Pass (Live),Federico Ceccherini,Pass (Live)
70,Ibrahim Sulemana,Hellas Verona,0.07,0.34,Saved,12,Right Foot,,Kevin Lasagna,Pass (Live),Ibrahim Sulemana,Pass (Live)
90+2,Giangiacomo Magnani,Hellas Verona,0.08,,Off Target,22,Right Foot,Volley,Fabio Depaoli,Pass (Live),Isak Hien,Pass (Live)
