minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
1,Romelu Lukaku,Inter,0.84,0.87,Goal,11,Right Foot,,Romelu Lukaku,Take-On,Lautaro Martínez,Pass (Live)
3,Federico Dimarco,Inter,0.03,0.02,Saved,18,Left Foot,,Lautaro Martínez,Pass (Live),Romelu Lukaku,Pass (Live)
3,Federico Dimarco,Inter,0.05,0.05,Saved,10,Left Foot,,Federico Dimarco,Shot,,
3,Nicolò Barella,Inter,0.17,0.77,Goal,10,Right Foot,Volley,Federico Dimarco,Shot,,
9,Francesco Acerbi,Inter,0.10,,Blocked,20,Left Foot,,Marcelo Brozović,Pass (Live),Romelu Lukaku,Pass (Live)
14,Federico Dimarco,Inter,0.04,0.10,Saved,24,Left Foot,Free kick,Romelu Lukaku,Fouled,Marcelo Brozović,Pass (Live)
15,Federico Dimarco,Inter,0.04,,Blocked,30,Left Foot,,Lautaro Martínez,Pass (Live),Hakan Çalhanoğlu,Pass (Live)
15,Danilo D'Ambrosio,Inter,0.04,0.49,Saved,14,Left Foot,Volley,Marcelo Brozović,Pass (Live),Danilo D'Ambrosio,Pass (Live)
19,Romelu Lukaku,Inter,0.02,0.21,Saved,35,Left Foot,,André Onana,Pass (Live),Danilo D'Ambrosio,Pass (Live)
34,Hakan Çalhanoğlu,Inter,0.04,,Off Target,30,Right Foot,Free kick,Federico Dimarco,Pass (Dead),Lautaro Martínez,Fouled
45+2,Federico Dimarco,Inter,0.01,,Off Target,30,Right Foot,Volley,Denzel Dumfries,Fouled,Romelu Lukaku,Pass (Live)
52,Lautaro Martínez,Inter,0.12,,Blocked,10,Right Foot,Volley,Nicolò Barella,Pass (Live),Alessandro Bastoni,Pass (Live)
56,Hakan Çalhanoğlu,Inter,0.02,0.09,Saved,29,Right Foot,,Marcelo Brozović,Pass (Live),Marcelo Brozović,Pass (Live)
75,Nicolò Barella,Inter,0.05,0.15,Saved,19,Right Foot,Volley,,,,
76,Lautaro Martínez,Inter,0.04,0.09,Saved,26,Right Foot,,Romelu Lukaku,Pass (Live),Nicolò Barella,Pass (Live)
77,Lautaro Martínez,Inter,0.91,0.26,Goal,8,Left Foot,,Marcelo Brozović,Pass (Live),Romelu Lukaku,Pass (Live)
83,Francesco Acerbi,Inter,0.06,,Off Target,14,Left Foot,Volley,,Fouled,,
85,Kristjan Asllani,Inter,0.13,,Off Target,21,Left Foot,,Robin Gosens,Pass (Live),Hakan Çalhanoğlu,Pass (Live)
89,Lautaro Martínez,Inter,0.06,,Off Target,11,Head,,Hakan Çalhanoğlu,Pass (Dead),Marcelo Brozović,Pass (Live)
89,Robin Gosens,Inter,0.05,,Off Target,9,Head,,Marcelo Brozović,Pass (Live),Lautaro Martínez,Shot
