minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
59,Teun Koopmeiners,Atalanta,0.03,,Blocked,25,Right Foot,,Éderson,Pass (Live),Ademola Lookman,Pass (Live)
66,Joakim Mæhle,Atalanta,0.02,,Off Target,30,Right Foot,Volley,Joakim Mæhle,Fouled,Rasmus Højlund,Pass (Live)
90+1,Jeremie Boga,Atalanta,0.06,,Blocked,29,Right Foot,Free kick,Jeremie Boga,Fouled,Jeremie Boga,Take-On
