minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
3,Erling Haaland (pen),Manchester City,0.79,1.00,Goal,13,Left Foot,,Julián Álvarez,Fouled,Riyad Mahrez,Pass (Live)
14,Jack Grealish,Manchester City,0.13,0.03,Saved,12,Right Foot,,Erling Haaland,Pass (Live),Kyle Walker,Pass (Live)
26,Erling Haaland,Manchester City,0.16,,Off Target,7,Right Foot,,Riyad Mahrez,Pass (Live),Rodri,Pass (Live)
27,Jack Grealish,Manchester City,0.12,0.22,Saved,14,Right Foot,,Erling Haaland,Pass (Live),Julián Álvarez,Pass (Live)
27,Julián Álvarez,Manchester City,0.59,,Off Target,4,Right Foot,Volley,Jack Grealish,Shot,,
34,Jack Grealish,Manchester City,0.05,0.01,Saved,19,Right Foot,Deflected,Julián Álvarez,Pass (Live),Riyad Mahrez,Tackle
36,Julián Álvarez,Manchester City,0.05,0.23,Goal,28,Right Foot,,Julián Álvarez,Take-On,Riyad Mahrez,Pass (Live)
41,İlkay Gündoğan,Manchester City,0.37,0.35,Saved,9,Right Foot,,Riyad Mahrez,Pass (Live),Riyad Mahrez,Take-On
47,Erling Haaland,Manchester City,0.08,0.47,Saved,14,Left Foot,,Jack Grealish,Pass (Live),Julián Álvarez,Pass (Live)
51,Julián Álvarez,Manchester City,0.06,0.22,Saved,14,Right Foot,,Kyle Walker,Pass (Live),Kyle Walker,Interception
73,Erling Haaland,Manchester City,0.06,,Off Target,11,Head,,Manuel Akanji,Pass (Live),Jack Grealish,Pass (Dead)
73,Rodri,Manchester City,0.11,0.62,Saved,9,Head,,Manuel Akanji,Pass (Live),Erling Haaland,Shot
