minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
4,Karim Benzema,Real Madrid,0.30,,Off Target,5,Left Foot,,Rodrygo,Pass (Live),Rodrygo,Take-On
4,Éder Militão,Real Madrid,0.01,,Off Target,31,Right Foot,,Karim Benzema,Shot,,
8,Marco Asensio,Real Madrid,0.21,0.32,Goal,17,Left Foot,,Marco Asensio,Take-On,Marco Asensio,Take-On
12,Karim Benzema,Real Madrid,0.03,0.09,Saved,14,Right Foot,Deflected,Rodrygo,Pass (Live),Dani Ceballos,Pass (Live)
15,Karim Benzema,Real Madrid,0.15,,Off Target,8,Head,,Rodrygo,Pass (Live),Dani Ceballos,Pass (Live)
17,Karim Benzema,Real Madrid,0.05,,Blocked,9,Head,,Dani Ceballos,Pass (Dead),Dani Ceballos,Pass (Live)
21,Federico Valverde,Real Madrid,0.06,0.50,Saved,22,Left Foot,,Karim Benzema,Pass (Live),Karim Benzema,Take-On
30,Karim Benzema,Real Madrid,0.04,,Blocked,11,Head,,Dani Carvajal,Pass (Live),Dani Carvajal,Pass (Live)
31,Karim Benzema (pen),Real Madrid,0.79,0.99,Goal,13,Right Foot,,,Fouled,Karim Benzema,Shot
40,David Alaba,Real Madrid,0.03,0.10,Saved,18,Left Foot,,Dani Ceballos,Pass (Live),Éder Militão,Pass (Live)
43,David Alaba,Real Madrid,0.06,,Off Target,30,Left Foot,Free kick,Federico Valverde,Fouled,Eduardo Camavinga,Pass (Live)
45+1,Karim Benzema (pen),Real Madrid,0.79,0.99,Goal,13,Right Foot,,Rodrygo,Fouled,Karim Benzema,Pass (Live)
48,Federico Valverde,Real Madrid,0.04,,Blocked,25,Right Foot,,Karim Benzema,Pass (Live),Rodrygo,Pass (Live)
51,Rodrygo,Real Madrid,0.19,0.31,Saved,16,Right Foot,,Rodrygo,Take-On,Dani Ceballos,Pass (Live)
51,Rodrygo,Real Madrid,0.28,0.59,Saved,10,Left Foot,,Rodrygo,Take-On,Karim Benzema,Pass (Live)
53,Karim Benzema,Real Madrid,0.11,0.21,Saved,18,Right Foot,,Éder Militão,Pass (Dead),Eduardo Camavinga,Fouled
61,Karim Benzema,Real Madrid,0.14,,Off Target,14,Right Foot,,Rodrygo,Pass (Live),Marco Asensio,Pass (Live)
63,Eduardo Camavinga,Real Madrid,0.03,,Off Target,26,Left Foot,,Eduardo Camavinga,Take-On,Dani Carvajal,Pass (Live)
64,Marco Asensio,Real Madrid,0.11,0.04,Saved,16,Left Foot,Volley,David Alaba,Pass (Live),Dani Ceballos,Pass (Live)
73,Luka Modrić,Real Madrid,0.04,,Blocked,25,Right Foot,Free kick,Rodrygo,Fouled,Luka Modrić,Pass (Live)
76,Karim Benzema,Real Madrid,0.06,,Blocked,13,Head,,Álvaro Odriozola,Pass (Live),Aurélien Tchouaméni,Pass (Live)
80,Luka Modrić,Real Madrid,0.10,0.53,Goal,18,Right Foot,,Rodrygo,Pass (Live),Luka Modrić,Pass (Live)
82,Rodrygo,Real Madrid,0.04,0.05,Saved,21,Right Foot,,Luka Modrić,Pass (Live),Eduardo Camavinga,Pass (Live)
82,Álvaro Odriozola,Real Madrid,0.24,,Off Target,14,Right Foot,,Rodrygo,Shot,,
90,Sergio Arribas,Real Madrid,0.16,,Blocked,16,Right Foot,,Rodrygo,Pass (Live),Sergio Arribas,Pass (Live)
90+2,Rodrygo,Real Madrid,0.03,0.07,Saved,15,Right Foot,,Sergio Arribas,Pass (Live),Luka Modrić,Pass (Live)
