minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
5,Divock Origi,Milan,0.15,,Off Target,6,Right Foot,,Theo Hernández,Pass (Dead),Rafael Leão,Take-On
5,Brahim Díaz,Milan,0.35,0.92,Saved,4,Right Foot,,Divock Origi,Shot,,
19,Rafael Leão,Milan,0.02,,Woodwork,30,Right Foot,,Rade Krunić,Pass (Live),Sandro Tonali,Pass (Live)
25,Rafael Leão,Milan,0.11,0.38,Saved,21,Right Foot,,Junior Messias,Pass (Live),Junior Messias,Tackle
25,Brahim Díaz,Milan,0.20,0.94,Saved,4,Right Foot,,Brahim Díaz,Take-On,Rafael Leão,Shot
25,Malick Thiaw,Milan,0.35,,Off Target,5,Head,,Theo Hernández,Pass (Dead),Brahim Díaz,Shot
29,Fikayo Tomori,Milan,0.06,0.02,Saved,13,Left Foot,Volley,Theo Hernández,Pass (Live),Sandro Tonali,Pass (Live)
31,Junior Messias,Milan,0.05,0.37,Goal,19,Left Foot,Volley,Pierre Kalulu,Pass (Live),Brahim Díaz,Pass (Live)
51,Junior Messias,Milan,0.02,,Blocked,31,Left Foot,,Brahim Díaz,Pass (Live),Rade Krunić,Pass (Live)
57,Theo Hernández,Milan,0.34,,Off Target,15,Left Foot,,Brahim Díaz,Pass (Live),Theo Hernández,Pass (Live)
68,Rafael Leão,Milan,0.03,0.16,Saved,15,Left Foot,,Rade Krunić,Pass (Live),Alexis Saelemaekers,Pass (Live)
69,Charles De Ketelaere,Milan,0.01,,Off Target,13,Head,,Theo Hernández,Pass (Dead),Rafael Leão,Shot
85,Sandro Tonali,Milan,0.12,0.52,Saved,14,Right Foot,,Olivier Giroud,Pass (Live),Theo Hernández,Pass (Live)
85,Charles De Ketelaere,Milan,0.51,,Blocked,5,Right Foot,,Alexis Saelemaekers,Pass (Live),Sandro Tonali,Shot
