minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
2,Francesco Acerbi,Inter,0.02,,Blocked,15,Head,,Marcelo Brozović,Pass (Dead),Danilo D'Ambrosio,Pass (Live)
3,Marcelo Brozović,Inter,0.04,,Blocked,15,Left Foot,,Joaquín Correa,Pass (Live),Hakan Çalhanoğlu,Pass (Dead)
8,Hakan Çalhanoğlu,Inter,0.03,,Off Target,28,Right Foot,,Joaquín Correa,Pass (Live),Francesco Acerbi,Pass (Live)
20,Roberto Gagliardini,Inter,0.01,,Off Target,33,Right Foot,,Francesco Acerbi,Pass (Live),Roberto Gagliardini,Pass (Live)
24,Romelu Lukaku,Inter,0.08,,Off Target,10,Other,,Hakan Çalhanoğlu,Pass (Dead),Raoul Bellanova,Fouled
30,Roberto Gagliardini,Inter,0.07,,Off Target,22,Right Foot,,Hakan Çalhanoğlu,Pass (Live),Roberto Gagliardini,Pass (Live)
39,Joaquín Correa,Inter,0.07,,Off Target,8,Other,,Raoul Bellanova,Pass (Live),Romelu Lukaku,Pass (Live)
48,Romelu Lukaku,Inter,0.05,0.47,Goal,19,Right Foot,,Marcelo Brozović,Pass (Live),Romelu Lukaku,Pass (Live)
56,Hakan Çalhanoğlu,Inter,0.02,,Off Target,33,Right Foot,,Francesco Acerbi,Pass (Live),Robin Gosens,Pass (Live)
67,Hakan Çalhanoğlu,Inter,0.08,0.11,Saved,16,Left Foot,,Joaquín Correa,Pass (Live),Joaquín Correa,Take-On
68,Stefan de Vrij,Inter,0.04,,Woodwork,12,Head,,Roberto Gagliardini,Pass (Live),Hakan Çalhanoğlu,Pass (Dead)
70,Robin Gosens,Inter,0.06,,Blocked,21,Left Foot,,Lautaro Martínez,Pass (Live),Hakan Çalhanoğlu,Pass (Live)
70,Robin Gosens,Inter,0.06,,Off Target,18,Right Foot,,Robin Gosens,Shot,,
74,Romelu Lukaku,Inter,0.05,,Off Target,23,Left Foot,,Romelu Lukaku,Take-On,Roberto Gagliardini,Pass (Live)
76,Romelu Lukaku,Inter,0.06,0.36,Goal,17,Left Foot,,Hakan Çalhanoğlu,Pass (Live),,
88,Lautaro Martínez,Inter,0.34,0.82,Goal,13,Left Foot,,Romelu Lukaku,Pass (Live),Nicolò Barella,Pass (Live)
