minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
2,Luka Modrić,Real Madrid,0.20,,Off Target,12,Right Foot,,Dani Carvajal,Pass (Live),Luka Modrić,Pass (Live)
4,Eduardo Camavinga,Real Madrid,0.01,,Off Target,31,Left Foot,,Luka Modrić,Pass (Live),Dani Carvajal,Pass (Live)
9,Rodrygo,Real Madrid,0.02,0.44,Saved,26,Right Foot,,Eduardo Camavinga,Pass (Live),Rodrygo,Pass (Live)
10,Dani Carvajal,Real Madrid,0.02,,Blocked,28,Left Foot,,Rodrygo,Shot,,
22,Eduardo Camavinga,Real Madrid,0.03,,Off Target,27,Left Foot,,Luka Modrić,Pass (Live),Dani Carvajal,Pass (Live)
23,Rodrygo,Real Madrid,0.04,,Woodwork,16,Right Foot,,Federico Valverde,Pass (Live),Toni Kroos,Pass (Live)
26,Federico Valverde,Real Madrid,0.03,0.04,Saved,26,Right Foot,,Luka Modrić,Pass (Live),Toni Kroos,Pass (Live)
41,Rodrygo,Real Madrid,0.07,,Blocked,12,Right Foot,,Luka Modrić,Pass (Live),Federico Valverde,Pass (Live)
45+2,Federico Valverde,Real Madrid,0.02,,Off Target,16,Left Foot,,Dani Carvajal,Pass (Live),Eduardo Camavinga,Pass (Live)
48,Luka Modrić,Real Madrid,0.05,,Blocked,24,Right Foot,,Vinicius Júnior,Pass (Live),Vinicius Júnior,Take-On
52,Antonio Rüdiger,Real Madrid,0.03,,Blocked,12,Head,,Toni Kroos,Pass (Dead),Vinicius Júnior,Take-On
70,Vinicius Júnior,Real Madrid,0.91,0.96,Goal,2,Right Foot,,Federico Valverde,Pass (Live),,
72,Marco Asensio,Real Madrid,0.20,0.10,Saved,11,Right Foot,,Dani Carvajal,Pass (Live),Toni Kroos,Pass (Live)
82,Vinicius Júnior,Real Madrid,0.05,,Blocked,27,Right Foot,,Luka Modrić,Pass (Live),Toni Kroos,Pass (Live)
85,Rodrygo,Real Madrid,0.06,,Blocked,25,Right Foot,Free kick,Rodrygo,Fouled,Vinicius Júnior,Pass (Live)
85,Rodrygo,Real Madrid,0.02,,Blocked,24,Right Foot,,Rodrygo,Shot,,
86,Federico Valverde,Real Madrid,0.02,,Off Target,27,Right Foot,,Toni Kroos,Pass (Live),Marco Asensio,Pass (Dead)
89,Rodrygo,Real Madrid,0.44,0.83,Saved,6,Left Foot,,Mariano,Pass (Live),Luka Modrić,Pass (Live)
89,Rodrygo,Real Madrid,0.68,0.98,Saved,2,Right Foot,,Rodrygo,Shot,,
