minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
9,Denzel Dumfries,Inter,0.06,0.07,Saved,9,Head,,Hakan Çalhanoğlu,Pass (Dead),Nicolò Barella,Fouled
9,Alessandro Bastoni,Inter,0.33,0.89,Saved,4,Left Foot,Volley,Denzel Dumfries,Shot,,
14,Lautaro Martínez,Inter,0.14,0.05,Saved,16,Right Foot,,Marcelo Brozović,Pass (Live),Denzel Dumfries,Pass (Live)
15,Federico Dimarco,Inter,0.04,,Blocked,14,Left Foot,Volley,Lautaro Martínez,Pass (Live),Denzel Dumfries,Pass (Dead)
17,Alessandro Bastoni,Inter,0.02,,Off Target,27,Left Foot,,Alessandro Bastoni,Pass (Live),Marcelo Brozović,Pass (Dead)
31,Marcelo Brozović,Inter,0.02,,Off Target,32,Right Foot,Volley,Hakan Çalhanoğlu,Pass (Live),Stefan de Vrij,Pass (Live)
31,Lautaro Martínez,Inter,0.10,,Off Target,11,Left Foot,,Marcelo Brozović,Shot,,
32,Denzel Dumfries,Inter,0.05,,Off Target,14,Right Foot,,Romelu Lukaku,Pass (Live),Nicolò Barella,Pass (Live)
35,Lautaro Martínez,Inter,0.05,0.46,Goal,23,Left Foot,Volley,Romelu Lukaku,Pass (Live),Nicolò Barella,Pass (Live)
40,Denzel Dumfries,Inter,0.17,0.18,Saved,10,Right Foot,,Lautaro Martínez,Pass (Live),,
41,Marcelo Brozović,Inter,0.02,,Blocked,25,Right Foot,,,,,
43,Romelu Lukaku,Inter,0.16,,Woodwork,7,Head,,Alessandro Bastoni,Pass (Live),Marcelo Brozović,Pass (Live)
44,Lautaro Martínez,Inter,0.22,,Off Target,9,Left Foot,Volley,Denzel Dumfries,Pass (Live),Romelu Lukaku,Shot
48,Stefan de Vrij,Inter,0.06,,Off Target,10,Head,,Federico Dimarco,Pass (Dead),Lautaro Martínez,Pass (Live)
52,Hakan Çalhanoğlu,Inter,0.10,0.23,Goal,16,Right Foot,Deflected,Romelu Lukaku,Pass (Live),Romelu Lukaku,Take-On
65,Hakan Çalhanoğlu,Inter,0.07,,Blocked,21,Right Foot,,Lautaro Martínez,Pass (Live),Nicolò Barella,Pass (Live)
82,Joaquín Correa,Inter,0.37,0.85,Goal,9,Right Foot,,Edin Džeko,Pass (Live),Edin Džeko,Take-On
85,Nicolò Barella,Inter,0.04,,Off Target,11,Right Foot,Volley,Edin Džeko,Pass (Live),,
87,Edin Džeko,Inter,0.11,0.05,Saved,10,Right Foot,,Denzel Dumfries,Pass (Live),Joaquín Correa,Pass (Live)
