minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
3,Éder Militão,Real Madrid,0.19,0.26,Goal,3,Head,Deflected,Luka Modrić,Pass (Dead),,
7,Dani Carvajal,Real Madrid,0.04,,Off Target,12,Right Foot,,Vinicius Júnior,Pass (Live),David Alaba,Pass (Live)
9,Luka Modrić,Real Madrid,0.04,,Off Target,22,Left Foot,,Dani Carvajal,Pass (Live),Federico Valverde,Pass (Live)
18,Rodrygo,Real Madrid,0.06,,Off Target,20,Right Foot,,David Alaba,Pass (Live),Rodrygo,Pass (Live)
27,Luka Modrić,Real Madrid,0.03,,Off Target,19,Right Foot,,David Alaba,Pass (Dead),Vinicius Júnior,Fouled
33,Aurélien Tchouaméni,Real Madrid,0.03,,Blocked,30,Right Foot,,Vinicius Júnior,Pass (Live),David Alaba,Pass (Live)
37,Federico Valverde,Real Madrid,0.15,,Off Target,15,Right Foot,,Rodrygo,Pass (Live),Dani Carvajal,Pass (Live)
39,Rodrygo,Real Madrid,0.15,0.28,Saved,11,Head,,Federico Valverde,Pass (Live),Eduardo Camavinga,Pass (Live)
47,Rodrygo,Real Madrid,0.06,,Off Target,25,Right Foot,,Rodrygo,Take-On,Éder Militão,Pass (Live)
48,Rodrygo,Real Madrid,0.16,,Blocked,12,Right Foot,,Vinicius Júnior,Pass (Live),David Alaba,Pass (Live)
48,Aurélien Tchouaméni,Real Madrid,0.10,0.03,Saved,16,Right Foot,,Rodrygo,Shot,,
48,Luka Modrić,Real Madrid,0.26,,Blocked,10,Left Foot,,Aurélien Tchouaméni,Shot,,
51,Aurélien Tchouaméni,Real Madrid,0.01,,Blocked,30,Right Foot,,Federico Valverde,Pass (Live),Luka Modrić,Pass (Live)
63,Eduardo Camavinga,Real Madrid,0.02,,Off Target,27,Left Foot,,Federico Valverde,Pass (Live),Luka Modrić,Pass (Live)
71,Rodrygo,Real Madrid,0.02,,Off Target,28,Right Foot,,Luka Modrić,Pass (Live),Aurélien Tchouaméni,Pass (Live)
77,Federico Valverde,Real Madrid,0.02,0.23,Saved,35,Right Foot,,,,,
85,Vinicius Júnior,Real Madrid,0.05,,Off Target,21,Right Foot,,Marco Asensio,Pass (Live),Marco Asensio,Take-On
88,Federico Valverde,Real Madrid,0.03,,Off Target,69,Right Foot,,Dani Carvajal,Pass (Live),Antonio Rüdiger,Pass (Live)
90+2,Marco Asensio,Real Madrid,0.02,,Off Target,31,Left Foot,,Dani Carvajal,Pass (Live),Luka Modrić,Pass (Dead)
