minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
7,Romelu Lukaku,Inter,0.04,,Off Target,10,Head,,Robin Gosens,Pass (Live),Joaquín Correa,Pass (Live)
9,Robin Gosens,Inter,0.05,,Off Target,6,Head,,Marcelo Brozović,Pass (Dead),,
18,Francesco Acerbi,Inter,0.07,,Off Target,13,Left Foot,Volley,Marcelo Brozović,Pass (Dead),Romelu Lukaku,Pass (Live)
21,Henrikh Mkhitaryan,Inter,0.50,0.97,Saved,8,Left Foot,,Henrikh Mkhitaryan,Take-On,Henrikh Mkhitaryan,Take-On
21,Henrikh Mkhitaryan,Inter,0.23,,Off Target,6,Right Foot,Volley,Henrikh Mkhitaryan,Shot,,
27,Henrikh Mkhitaryan,Inter,0.07,,Blocked,17,Right Foot,,Romelu Lukaku,Take-On,Denzel Dumfries,Pass (Live)
30,Romelu Lukaku,Inter,0.12,,Blocked,11,Left Foot,,Robin Gosens,Pass (Live),Alessandro Bastoni,Pass (Live)
44,Robin Gosens,Inter,0.07,,Blocked,12,Left Foot,,Joaquín Correa,Pass (Live),Joaquín Correa,Take-On
46,Robin Gosens,Inter,0.20,,Off Target,10,Left Foot,Volley,Marcelo Brozović,Pass (Live),,
49,Romelu Lukaku,Inter,0.87,,Off Target,4,Left Foot,,Alessandro Bastoni,Pass (Live),Joaquín Correa,Pass (Live)
59,Marcelo Brozović,Inter,0.07,,Blocked,22,Right Foot,Free kick,Romelu Lukaku,Fouled,Francesco Acerbi,Pass (Live)
59,Nicolò Barella,Inter,0.03,,Woodwork,25,Right Foot,,Marcelo Brozović,Shot,,
64,Denzel Dumfries,Inter,0.17,0.14,Saved,14,Right Foot,Deflected,Romelu Lukaku,Pass (Live),André Onana,Pass (Live)
74,Raoul Bellanova,Inter,0.30,0.93,Saved,5,Right Foot,"Deflected, Volley",Henrikh Mkhitaryan,Pass (Live),Stefan de Vrij,Pass (Live)
79,Lautaro Martínez,Inter,0.06,,Blocked,18,Right Foot,,Edin Džeko,Pass (Live),Kristjan Asllani,Pass (Live)
84,Edin Džeko,Inter,0.02,,Blocked,23,Left Foot,,Kristjan Asllani,Pass (Live),Nicolò Barella,Pass (Live)
