minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
4,Lautaro Martínez,Inter,0.00,0.03,Saved,15,Head,,Hakan Çalhanoğlu,Pass (Dead),Denzel Dumfries,Fouled
18,Hakan Çalhanoğlu,Inter,0.02,,Blocked,29,Right Foot,Volley,Lautaro Martínez,Pass (Live),Federico Dimarco,Pass (Live)
19,Francesco Acerbi,Inter,0.07,,Off Target,11,Head,,Hakan Çalhanoğlu,Pass (Dead),Francesco Acerbi,Pass (Live)
21,Hakan Çalhanoğlu,Inter,0.01,,Off Target,33,Right Foot,,Nicolò Barella,Pass (Live),Francesco Acerbi,Pass (Live)
29,Kristjan Asllani,Inter,0.01,,Off Target,38,Right Foot,,Hakan Çalhanoğlu,Pass (Live),Alessandro Bastoni,Pass (Live)
30,Federico Dimarco,Inter,0.18,0.41,Goal,18,Right Foot,,Nicolò Barella,Pass (Live),Hakan Çalhanoğlu,Pass (Live)
33,Denzel Dumfries,Inter,0.18,,Off Target,7,Head,,Federico Dimarco,Pass (Dead),Alessandro Bastoni,Pass (Live)
53,Lautaro Martínez,Inter,0.08,,Off Target,21,Right Foot,,Milan Škriniar,Pass (Live),Nicolò Barella,Pass (Live)
59,Federico Dimarco,Inter,0.05,,Blocked,27,Left Foot,Free kick,Nicolò Barella,Fouled,Francesco Acerbi,Pass (Live)
59,Milan Škriniar,Inter,0.07,,Blocked,11,Head,,Hakan Çalhanoğlu,Pass (Live),Alessandro Bastoni,Pass (Live)
63,Hakan Çalhanoğlu,Inter,0.06,,Woodwork,25,Right Foot,Free kick,Lautaro Martínez,Fouled,Edin Džeko,Pass (Live)
67,Kristjan Asllani,Inter,0.04,,Off Target,28,Right Foot,,Hakan Çalhanoğlu,Pass (Live),Nicolò Barella,Pass (Live)
79,Nicolò Barella,Inter,0.02,,Blocked,24,Right Foot,Volley,Federico Dimarco,Pass (Dead),Nicolò Barella,Fouled
83,Raoul Bellanova,Inter,0.12,,Off Target,12,Right Foot,,Edin Džeko,Pass (Live),Nicolò Barella,Pass (Live)
90,Henrikh Mkhitaryan,Inter,0.05,,Blocked,23,Right Foot,,Henrikh Mkhitaryan,Pass (Live),Nicolò Barella,Pass (Live)
