minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
13,Paulo Dybala,Roma,0.03,,Off Target,18,Left Foot,,Zeki Çelik,Pass (Live),Paulo Dybala,Pass (Live)
35,Lorenzo Pellegrini,Roma,0.11,,Off Target,14,Right Foot,,Nicolò Zaniolo,Pass (Live),Lorenzo Pellegrini,Pass (Live)
39,Paulo Dybala,Roma,0.06,0.30,Goal,13,Left Foot,Volley,Leonardo Spinazzola,Pass (Live),,
45+2,Bryan Cristante,Roma,0.01,,Off Target,38,Right Foot,,Nemanja Matić,Pass (Live),Lorenzo Pellegrini,Pass (Live)
71,Tammy Abraham,Roma,0.16,0.03,Saved,9,Right Foot,Volley,Zeki Çelik,Pass (Live),Bryan Cristante,Pass (Live)
75,Chris Smalling,Roma,0.20,0.23,Goal,7,Head,,Lorenzo Pellegrini,Pass (Dead),Gianluca Mancini,Fouled
79,Nicolò Zaniolo,Roma,0.03,,Blocked,24,Left Foot,,Zeki Çelik,Pass (Live),Lorenzo Pellegrini,Pass (Live)
89,Tammy Abraham,Roma,0.31,,Off Target,13,Right Foot,,Andrea Belotti,Pass (Live),Nemanja Matić,Pass (Live)
90+1,Mohamed Camara,Roma,0.01,,Off Target,34,Right Foot,Free kick,Andrea Belotti,Fouled,Tammy Abraham,Pass (Live)
90+5,Mohamed Camara,Roma,0.04,,Off Target,27,Right Foot,,Bryan Cristante,Pass (Live),Tammy Abraham,Pass (Live)
