minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
21,Diogo Jota,Liverpool,0.11,0.07,Saved,9,Head,,Harvey Elliott,Pass (Live),Andrew Robertson,Pass (Live)
24,Andrew Robertson,Liverpool,0.09,,Off Target,16,Left Foot,,Diogo Jota,Pass (Live),Fabinho,Pass (Live)
38,Harvey Elliott,Liverpool,0.03,,Blocked,23,Left Foot,,Diogo Jota,Pass (Live),,
50,Mohamed Salah,Liverpool,0.48,,Off Target,17,Left Foot,,Roberto Firmino,Pass (Live),Harvey Elliott,Pass (Live)
61,Harvey Elliott,Liverpool,0.05,,Blocked,12,Right Foot,,Diogo Jota,Pass (Live),Thiago Alcántara,Pass (Live)
69,Mohamed Salah,Liverpool,0.08,,Off Target,17,Left Foot,,Roberto Firmino,Pass (Live),Joe Gomez,Pass (Live)
76,Mohamed Salah,Liverpool,0.30,0.67,Goal,20,Left Foot,,Alisson,Pass (Live),,
78,Darwin Núñez,Liverpool,0.05,,Off Target,29,Right Foot,,Jordan Henderson,Pass (Live),Thiago Alcántara,Tackle
79,James Milner,Liverpool,0.04,,Off Target,17,Right Foot,Volley,Darwin Núñez,Fouled,Thiago Alcántara,Pass (Live)
79,Jordan Henderson,Liverpool,0.03,,Off Target,26,Right Foot,,James Milner,Shot,,
87,Darwin Núñez,Liverpool,0.05,,Blocked,23,Right Foot,,,,,
90+3,Trent Alexander-Arnold,Liverpool,0.52,,Off Target,5,Right Foot,,Darwin Núñez,Pass (Live),Darwin Núñez,Take-On
90+6,Darwin Núñez,Liverpool,0.23,,Off Target,15,Right Foot,,Diogo Jota,Pass (Live),Jordan Henderson,Pass (Live)
