minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
3,İlkay Gündoğan,Manchester City,0.16,,Off Target,11,Right Foot,,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live)
4,Rúben Dias,Manchester City,0.06,,Blocked,12,Head,,Kevin De Bruyne,Pass (Dead),John Stones,Pass (Live)
11,Erling Haaland,Manchester City,0.29,0.53,Saved,14,Left Foot,,Nathan Aké,Pass (Live),Rúben Dias,Pass (Live)
16,Jack Grealish,Manchester City,0.11,,Blocked,13,Right Foot,,Kevin De Bruyne,Pass (Live),Nathan Aké,Pass (Live)
19,Rodri,Manchester City,0.02,,Blocked,13,Head,,Jack Grealish,Pass (Dead),,
22,Erling Haaland (pen),Manchester City,0.79,0.99,Goal,13,Left Foot,,,Fouled,Rodri,Shot
24,Kevin De Bruyne,Manchester City,0.03,,Woodwork,27,Left Foot,,Erling Haaland,Pass (Live),Manuel Akanji,Pass (Live)
24,Erling Haaland,Manchester City,0.38,0.18,Goal,10,Head,,Kevin De Bruyne,Shot,,
31,Erling Haaland,Manchester City,0.31,0.78,Saved,11,Left Foot,,Jack Grealish,Pass (Live),Rodri,Pass (Live)
37,İlkay Gündoğan,Manchester City,0.03,,Off Target,28,Right Foot,,Nathan Aké,Pass (Live),,
39,İlkay Gündoğan,Manchester City,0.23,0.13,Saved,12,Right Foot,,Kevin De Bruyne,Pass (Dead),Kevin De Bruyne,Fouled
45+2,Rúben Dias,Manchester City,0.05,,Blocked,9,Head,Deflected,Jack Grealish,Pass (Dead),Rodri,Pass (Live)
45+2,Erling Haaland,Manchester City,0.52,0.98,Goal,1,Right Foot,,Rúben Dias,Shot,,
49,İlkay Gündoğan,Manchester City,0.10,0.42,Goal,17,Left Foot,,Jack Grealish,Pass (Live),İlkay Gündoğan,Pass (Live)
53,Erling Haaland,Manchester City,0.12,0.04,Saved,5,Head,,Bernardo Silva,Pass (Live),Kevin De Bruyne,Pass (Dead)
53,Manuel Akanji,Manchester City,0.49,0.91,Saved,3,Right Foot,,Erling Haaland,Shot,,
53,Erling Haaland,Manchester City,0.34,0.95,Goal,4,Left Foot,"Deflected, Volley",Manuel Akanji,Shot,,
57,Riyad Mahrez,Manchester City,0.13,0.11,Saved,7,Head,,John Stones,Pass (Live),Riyad Mahrez,Pass (Live)
57,Manuel Akanji,Manchester City,0.14,0.04,Saved,8,Right Foot,,Riyad Mahrez,Pass (Live),Kevin De Bruyne,Pass (Dead)
57,Erling Haaland,Manchester City,0.12,0.87,Goal,10,Right Foot,Volley,Manuel Akanji,Shot,,
81,Julián Álvarez,Manchester City,0.06,,Blocked,17,Right Foot,,Kevin De Bruyne,Take-On,Manuel Akanji,Pass (Live)
82,Manuel Akanji,Manchester City,0.02,0.20,Saved,15,Head,,Bernardo Silva,Pass (Live),Sergio Gómez,Pass (Live)
90+2,Kevin De Bruyne,Manchester City,0.05,0.44,Goal,24,Right Foot,,Riyad Mahrez,Pass (Live),Bernardo Silva,Pass (Live)
