minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
7,Hakan Çalhanoğlu,Inter,0.03,,Blocked,31,Right Foot,,Romelu Lukaku,Pass (Live),Alessandro Bastoni,Pass (Live)
15,Marcelo Brozović,Inter,0.08,,Blocked,21,Right Foot,Volley,Romelu Lukaku,Pass (Live),Marcelo Brozović,Pass (Live)
23,Denzel Dumfries,Inter,0.02,,Off Target,11,Head,,Alessandro Bastoni,Pass (Live),Federico Dimarco,Pass (Live)
28,Hakan Çalhanoğlu,Inter,0.02,0.01,Saved,30,Right Foot,,Nicolò Barella,Pass (Live),Marcelo Brozović,Pass (Live)
33,Federico Dimarco,Inter,0.18,0.40,Goal,5,Left Foot,Deflected,Denzel Dumfries,Pass (Live),Marcelo Brozović,Pass (Live)
48,Joaquín Correa,Inter,0.04,,Off Target,26,Right Foot,,Romelu Lukaku,Pass (Live),Alessandro Bastoni,Pass (Live)
52,Federico Dimarco,Inter,0.04,,Blocked,26,Left Foot,,Nicolò Barella,Pass (Live),Hakan Çalhanoğlu,Pass (Live)
74,Romelu Lukaku,Inter,0.15,0.58,Goal,21,Left Foot,,Lautaro Martínez,Pass (Live),,
78,Marcelo Brozović,Inter,0.09,0.31,Saved,22,Left Foot,,Marcelo Brozović,Take-On,Lautaro Martínez,Pass (Live)
87,Lautaro Martínez,Inter,0.07,,Woodwork,18,Right Foot,,Henrikh Mkhitaryan,Pass (Live),Romelu Lukaku,Pass (Live)
