minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
5,Nicolò Barella,Inter,0.07,0.27,Goal,23,Right Foot,Free kick,Matteo Darmian,Fouled,Lautaro Martínez,Pass (Live)
30,Alessandro Bastoni,Inter,0.04,0.09,Saved,13,Left Foot,Volley,Edin Džeko,Pass (Live),Matteo Darmian,Pass (Live)
31,Federico Dimarco,Inter,0.01,,Off Target,34,Right Foot,Volley,Alessandro Bastoni,Shot,,
33,Edin Džeko,Inter,0.05,,Off Target,12,Head,,Denzel Dumfries,Pass (Live),Lautaro Martínez,Pass (Live)
35,Edin Džeko,Inter,0.04,,Off Target,15,Right Foot,Volley,Francesco Acerbi,Pass (Live),Nicolò Barella,Pass (Live)
46,Roberto Gagliardini,Inter,0.02,,Blocked,23,Right Foot,,,,,
52,Denzel Dumfries,Inter,0.14,,Off Target,9,Head,,Federico Dimarco,Pass (Live),Nicolò Barella,Pass (Live)
53,Denzel Dumfries,Inter,0.05,,Off Target,15,Left Foot,Volley,Edin Džeko,Pass (Live),Nicolò Barella,Pass (Live)
59,Edin Džeko,Inter,0.02,,Blocked,26,Right Foot,,Denzel Dumfries,Pass (Live),Federico Dimarco,Pass (Live)
71,Lautaro Martínez,Inter,0.12,,Off Target,6,Head,,Federico Dimarco,Pass (Dead),,
72,Federico Dimarco,Inter,0.03,,Off Target,25,Left Foot,,Joaquín Correa,Pass (Live),Federico Dimarco,Pass (Live)
82,Milan Škriniar,Inter,0.04,,Off Target,26,Left Foot,,,,,
87,Lautaro Martínez,Inter,0.24,,Off Target,11,Right Foot,Volley,Denzel Dumfries,Pass (Live),Federico Dimarco,Pass (Live)
90,Marcelo Brozović,Inter,0.04,0.05,Saved,23,Right Foot,,Nicolò Barella,Pass (Live),Milan Škriniar,Pass (Live)
90,Lautaro Martínez,Inter,0.12,0.05,Saved,9,Right Foot,,Marcelo Brozović,Shot,,
90+6,Federico Dimarco,Inter,0.04,,Blocked,31,Left Foot,Free kick,Denzel Dumfries,Fouled,Nicolò Barella,Pass (Dead)
