minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
83,Jacopo Fazzini,Empoli,0.04,,Blocked,22,Right Foot,,Jacopo Fazzini,Take-On,Liberato Cacace,Pass (Live)
90+9,Nicolò Cambiaghi,Empoli,0.06,0.06,Saved,12,Left Foot,,Tyronne Ebuehi,Pass (Dead),,
