minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
16,Mohamed Salah,Liverpool,0.29,0.53,Saved,9,Right Foot,,Jordan Henderson,Pass (Live),Thiago Alcántara,Pass (Live)
16,Luis Díaz,Liverpool,0.07,,Blocked,15,Left Foot,,Sadio Mané,Pass (Live),Mohamed Salah,Pass (Live)
16,Thiago Alcántara,Liverpool,0.04,0.13,Saved,23,Right Foot,,Andrew Robertson,Pass (Live),Luis Díaz,Shot
17,Mohamed Salah,Liverpool,0.09,0.10,Saved,18,Left Foot,,Sadio Mané,Pass (Live),Andrew Robertson,Pass (Live)
19,Trent Alexander-Arnold,Liverpool,0.05,,Off Target,18,Right Foot,,Mohamed Salah,Pass (Live),Sadio Mané,Pass (Live)
21,Sadio Mané,Liverpool,0.06,0.20,Saved,17,Right Foot,,Sadio Mané,Take-On,Thiago Alcántara,Pass (Live)
28,Fabinho,Liverpool,0.03,,Off Target,31,Right Foot,,Thiago Alcántara,Pass (Live),Andrew Robertson,Pass (Live)
34,Mohamed Salah,Liverpool,0.04,0.02,Saved,15,Head,,Trent Alexander-Arnold,Pass (Live),Ibrahima Konaté,Pass (Live)
40,Sadio Mané,Liverpool,0.13,,Blocked,7,Left Foot,,Sadio Mané,Take-On,Andrew Robertson,Pass (Live)
41,Jordan Henderson,Liverpool,0.01,,Off Target,29,Right Foot,Volley,Sadio Mané,Shot,,
54,Sadio Mané,Liverpool,0.04,,Blocked,18,Left Foot,,Luis Díaz,Pass (Live),Sadio Mané,Pass (Live)
54,Trent Alexander-Arnold,Liverpool,0.05,,Blocked,27,Right Foot,,Sadio Mané,Shot,,
58,Mohamed Salah,Liverpool,0.10,,Blocked,15,Left Foot,Volley,Trent Alexander-Arnold,Pass (Live),Mohamed Salah,Pass (Live)
58,Mohamed Salah,Liverpool,0.12,,Blocked,16,Left Foot,Volley,Mohamed Salah,Shot,,
64,Mohamed Salah,Liverpool,0.04,0.22,Saved,23,Left Foot,,Jordan Henderson,Pass (Live),Luis Díaz,Pass (Live)
69,Fabinho,Liverpool,0.02,,Blocked,16,Head,,Andrew Robertson,Pass (Live),Thiago Alcántara,Pass (Live)
69,Mohamed Salah,Liverpool,0.13,0.32,Saved,3,Left Foot,,Diogo Jota,Pass (Live),Jordan Henderson,Pass (Live)
74,Trent Alexander-Arnold,Liverpool,0.04,,Off Target,26,Right Foot,,Sadio Mané,Pass (Live),Jordan Henderson,Pass (Live)
74,Diogo Jota,Liverpool,0.15,,Off Target,12,Left Foot,Volley,Trent Alexander-Arnold,Shot,,
79,Roberto Firmino,Liverpool,0.03,,Blocked,25,Left Foot,,Andrew Robertson,Pass (Live),Roberto Firmino,Pass (Live)
80,Mohamed Salah,Liverpool,0.05,,Blocked,24,Left Foot,,Roberto Firmino,Pass (Live),Mohamed Salah,Pass (Live)
80,Diogo Jota,Liverpool,0.29,0.84,Saved,13,Left Foot,,Mohamed Salah,Shot,,
81,Naby Keïta,Liverpool,0.16,,Off Target,20,Right Foot,,Roberto Firmino,Pass (Live),Sadio Mané,Pass (Live)
82,Mohamed Salah,Liverpool,0.16,0.14,Saved,11,Right Foot,,Fabinho,Pass (Live),,
