minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
11,Alphonso Davies,Bayern Munich,0.05,,Off Target,23,Left Foot,,Joshua Kimmich,Pass (Live),Jamal Musiala,Pass (Live)
26,Jamal Musiala,Bayern Munich,0.19,,Blocked,17,Right Foot,,Leroy Sané,Pass (Live),Leroy Sané,Take-On
35,Joshua Kimmich,Bayern Munich,0.04,,Blocked,29,Right Foot,,Leroy Sané,Pass (Live),Serge Gnabry,Pass (Live)
45+2,Leroy Sané,Bayern Munich,0.02,,Off Target,30,Left Foot,,Benjamin Pavard,Pass (Live),Benjamin Pavard,Tackle
46,Leroy Sané,Bayern Munich,0.04,0.12,Saved,28,Left Foot,,Leon Goretzka,Pass (Live),Jamal Musiala,Pass (Live)
49,Leroy Sané,Bayern Munich,0.08,0.10,Saved,21,Left Foot,,Jamal Musiala,Pass (Live),Matthijs de Ligt,Pass (Live)
54,Leroy Sané,Bayern Munich,0.02,0.16,Saved,30,Left Foot,,Kingsley Coman,Pass (Live),,
55,Matthijs de Ligt,Bayern Munich,0.07,,Blocked,9,Head,,Leroy Sané,Pass (Dead),Kingsley Coman,Pass (Live)
55,Kingsley Coman,Bayern Munich,0.09,,Blocked,5,Head,,Matthijs de Ligt,Shot,,
63,Joshua Kimmich,Bayern Munich,0.02,,Blocked,33,Right Foot,,Jamal Musiala,Pass (Live),Leroy Sané,Pass (Live)
69,Benjamin Pavard,Bayern Munich,0.23,,Off Target,8,Head,,Kingsley Coman,Pass (Live),Leon Goretzka,Pass (Live)
80,Leroy Sané,Bayern Munich,0.03,0.04,Saved,22,Head,,Joshua Kimmich,Pass (Live),Alphonso Davies,Pass (Live)
