minute,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type
4,Arthur,Fiorentina,0.07,0.57,Saved,5,Right Foot,,Rolando Mandragora,Pass (Live),Riccardo Saponara,Pass (Live)
6,Riccardo Saponara,Fiorentina,0.02,,Off Target,25,Right Foot,,Antonín Barák,Pass (Live),Rolando Mandragora,Pass (Live)
8,Cristiano Biraghi,Fiorentina,0.05,,Woodwork,14,Left Foot,,Antonín Barák,Pass (Live),Antonín Barák,Take-On
15,Arthur,Fiorentina,0.03,0.06,Saved,17,Head,,Cristiano Biraghi,Pass (Live),Sofyan Amrabat,Pass (Live)
28,Antonín Barák,Fiorentina,0.11,0.03,Goal,14,Left Foot,Deflected,Jonathan Ikone,Pass (Live),Lorenzo Venuti,Pass (Live)
37,Rolando Mandragora,Fiorentina,0.04,,Blocked,18,Right Foot,,Arthur,Pass (Live),Cristiano Biraghi,Pass (Live)
37,Sofyan Amrabat,Fiorentina,0.02,,Blocked,31,Right Foot,,Rolando Mandragora,Shot,,
42,Rolando Mandragora,Fiorentina,0.02,,Off Target,24,Left Foot,,Arthur,Pass (Live),Sofyan Amrabat,Pass (Live)
57,Rolando Mandragora,Fiorentina,0.04,,Off Target,15,Left Foot,,Arthur,Pass (Live),Cristiano Biraghi,Pass (Live)
84,Aleksa Terzić,Fiorentina,0.04,0.38,Saved,24,Right Foot,,Luka Jović,Pass (Live),Aleksa Terzić,Pass (Live)
89,Jonathan Ikone,Fiorentina,0.06,,Blocked,13,Left Foot,,Aleksa Terzić,Pass (Live),Sofyan Amrabat,Pass (Live)
